"TIME","GEO","SEX","WORKTIME","WSTATUS","NACE_R2","UNIT","Value","Flag and Footnotes"
"2009","France","Total","Total","Employed persons","Total - all NACE activities","Hour","38.0",""
"2009","France","Total","Total","Employed persons","Agriculture, forestry and fishing","Hour","49.1",""
"2009","France","Total","Total","Employed persons","Mining and quarrying","Hour","40.5",""
"2009","France","Total","Total","Employed persons","Manufacturing","Hour","39.2",""
"2009","France","Total","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","38.9",""
"2009","France","Total","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","37.6",""
"2009","France","Total","Total","Employed persons","Construction","Hour","40.5",""
"2009","France","Total","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","38.7",""
"2009","France","Total","Total","Employed persons","Transportation and storage","Hour","39.2",""
"2009","France","Total","Total","Employed persons","Accommodation and food service activities","Hour","41.1",""
"2009","France","Total","Total","Employed persons","Information and communication","Hour","40.5",""
"2009","France","Total","Total","Employed persons","Financial and insurance activities","Hour","39.3",""
"2009","France","Total","Total","Employed persons","Real estate activities","Hour","38.7",""
"2009","France","Total","Total","Employed persons","Professional, scientific and technical activities","Hour","40.8",""
"2009","France","Total","Total","Employed persons","Administrative and support service activities","Hour","35.0",""
"2009","France","Total","Total","Employed persons","Public administration and defence; compulsory social security","Hour","37.2",""
"2009","France","Total","Total","Employed persons","Education","Hour","34.1",""
"2009","France","Total","Total","Employed persons","Human health and social work activities","Hour","35.9",""
"2009","France","Total","Total","Employed persons","Arts, entertainment and recreation","Hour","34.5",""
"2009","France","Total","Total","Employed persons","Other service activities","Hour","35.3",""
"2009","France","Total","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour","23.6",""
"2009","France","Total","Total","Employed persons","Activities of extraterritorial organisations and bodies","Hour","39.8",""
"2009","France","Males","Total","Employed persons","Total - all NACE activities","Hour","41.2",""
"2009","France","Males","Total","Employed persons","Agriculture, forestry and fishing","Hour","52.6",""
"2009","France","Males","Total","Employed persons","Mining and quarrying","Hour","41.1",""
"2009","France","Males","Total","Employed persons","Manufacturing","Hour","40.1",""
"2009","France","Males","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","39.3",""
"2009","France","Males","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","38.0",""
"2009","France","Males","Total","Employed persons","Construction","Hour","41.3",""
"2009","France","Males","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","42.1",""
"2009","France","Males","Total","Employed persons","Transportation and storage","Hour","40.8",""
"2009","France","Males","Total","Employed persons","Accommodation and food service activities","Hour","44.7",""
"2009","France","Males","Total","Employed persons","Information and communication","Hour","42.0",""
"2009","France","Males","Total","Employed persons","Financial and insurance activities","Hour","42.2",""
"2009","France","Males","Total","Employed persons","Real estate activities","Hour","42.2",""
"2009","France","Males","Total","Employed persons","Professional, scientific and technical activities","Hour","44.0",""
"2009","France","Males","Total","Employed persons","Administrative and support service activities","Hour","38.7",""
"2009","France","Males","Total","Employed persons","Public administration and defence; compulsory social security","Hour","39.2",""
"2009","France","Males","Total","Employed persons","Education","Hour","36.2",""
"2009","France","Males","Total","Employed persons","Human health and social work activities","Hour","40.7",""
"2009","France","Males","Total","Employed persons","Arts, entertainment and recreation","Hour","36.6",""
"2009","France","Males","Total","Employed persons","Other service activities","Hour","39.9",""
"2009","France","Males","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour","34.3",""
"2009","France","Males","Total","Employed persons","Activities of extraterritorial organisations and bodies","Hour","41.4","u"
"2009","France","Females","Total","Employed persons","Total - all NACE activities","Hour","34.5",""
"2009","France","Females","Total","Employed persons","Agriculture, forestry and fishing","Hour","41.1",""
"2009","France","Females","Total","Employed persons","Mining and quarrying","Hour",":","u"
"2009","France","Females","Total","Employed persons","Manufacturing","Hour","36.7",""
"2009","France","Females","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","36.9",""
"2009","France","Females","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","35.7",""
"2009","France","Females","Total","Employed persons","Construction","Hour","33.3",""
"2009","France","Females","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","35.0",""
"2009","France","Females","Total","Employed persons","Transportation and storage","Hour","35.2",""
"2009","France","Females","Total","Employed persons","Accommodation and food service activities","Hour","36.9",""
"2009","France","Females","Total","Employed persons","Information and communication","Hour","37.4",""
"2009","France","Females","Total","Employed persons","Financial and insurance activities","Hour","37.1",""
"2009","France","Females","Total","Employed persons","Real estate activities","Hour","35.7",""
"2009","France","Females","Total","Employed persons","Professional, scientific and technical activities","Hour","37.3",""
"2009","France","Females","Total","Employed persons","Administrative and support service activities","Hour","30.5",""
"2009","France","Females","Total","Employed persons","Public administration and defence; compulsory social security","Hour","35.4",""
"2009","France","Females","Total","Employed persons","Education","Hour","33.1",""
"2009","France","Females","Total","Employed persons","Human health and social work activities","Hour","34.6",""
"2009","France","Females","Total","Employed persons","Arts, entertainment and recreation","Hour","31.8",""
"2009","France","Females","Total","Employed persons","Other service activities","Hour","33.3",""
"2009","France","Females","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour","21.9",""
"2009","France","Females","Total","Employed persons","Activities of extraterritorial organisations and bodies","Hour","37.5","u"
"2009","Croatia","Total","Total","Employed persons","Total - all NACE activities","Hour","40.4",""
"2009","Croatia","Total","Total","Employed persons","Agriculture, forestry and fishing","Hour","35.7",""
"2009","Croatia","Total","Total","Employed persons","Mining and quarrying","Hour","41.5","u"
"2009","Croatia","Total","Total","Employed persons","Manufacturing","Hour","41.0",""
"2009","Croatia","Total","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","40.5",""
"2009","Croatia","Total","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","40.6",""
